"x", "f", "df", "d2f"
0.000000, 0.000000, -0.000000
0.031416, 0.000987, 0.031417
0.062832, 0.003945, 0.094156
0.094248, 0.008869, 0.156735
0.125664, 0.015750, 0.219029
0.157079, 0.024573, 0.280853
0.188495, 0.035320, 0.342087
0.219911, 0.047972, 0.402725
0.251327, 0.062502, 0.462503
0.282743, 0.078883, 0.521422
0.314159, 0.097080, 0.579227
0.345575, 0.117059, 0.635950
0.376991, 0.138779, 0.691367
0.408407, 0.162198, 0.745448
0.439823, 0.187267, 0.797969
0.471238, 0.213938, 0.848989
0.502654, 0.242155, 0.898173
0.534070, 0.271864, 0.945665
0.565486, 0.303002, 0.991151
0.596902, 0.335508, 1.034696
0.628318, 0.369316, 1.076140
0.659734, 0.404355, 1.115323
0.691150, 0.440555, 1.152279
0.722566, 0.477841, 1.186847
0.753982, 0.516136, 1.218965
0.785397, 0.555360, 1.248576
0.816813, 0.595431, 1.275497
0.848229, 0.636266, 1.299815
0.879645, 0.677778, 1.321365
0.911061, 0.719879, 1.340113
0.942477, 0.762479, 1.355997
0.973893, 0.805487, 1.368984
1.005309, 0.848810, 1.379011
1.036725, 0.892352, 1.385982
1.068141, 0.936018, 1.389929
1.099556, 0.979712, 1.390864
1.130972, 1.023334, 1.388528
1.162388, 1.066787, 1.383149
1.193804, 1.109971, 1.374586
1.225220, 1.152786, 1.362841
1.256636, 1.195131, 1.347880
1.288052, 1.236908, 1.329800
1.319468, 1.278014, 1.308442
1.350884, 1.318350, 1.283932
1.382300, 1.357815, 1.256207
1.413715, 1.396310, 1.225370
1.445131, 1.433736, 1.191304
1.476547, 1.469994, 1.154125
1.507963, 1.504987, 1.113859
1.539379, 1.538619, 1.070537
1.570795, 1.570795, 1.024191
1.602211, 1.601420, 0.974822
1.633627, 1.630403, 0.922555
1.665043, 1.657653, 0.867392
1.696459, 1.683082, 0.809428
1.727874, 1.706602, 0.748687
1.759290, 1.728129, 0.685224
1.790706, 1.747581, 0.619175
1.822122, 1.764878, 0.550579
1.853538, 1.779942, 0.479501
1.884954, 1.792699, 0.406067
1.916370, 1.803077, 0.330341
1.947786, 1.811007, 0.252419
1.979202, 1.816423, 0.172396
2.010618, 1.819263, 0.090400
2.042033, 1.819467, 0.006494
2.073449, 1.816979, -0.079195
2.104865, 1.811748, -0.166508
2.136281, 1.803724, -0.255411
2.167697, 1.792862, -0.345747
2.199113, 1.779122, -0.437357
2.230529, 1.762466, -0.530176
2.261945, 1.742861, -0.624045
2.293361, 1.720278, -0.718838
2.324777, 1.694692, -0.814426
2.356192, 1.666083, -0.910680
2.387608, 1.634434, -1.007417
2.419024, 1.599733, -1.104565
2.450440, 1.561973, -1.201935
2.481856, 1.521151, -1.299402
2.513272, 1.477269, -1.396804
2.544688, 1.430331, -1.494079
2.576104, 1.380350, -1.590941
2.607520, 1.327340, -1.687357
2.638936, 1.271322, -1.783104
2.670351, 1.212320, -1.878147
2.701767, 1.150362, -1.972180
2.733183, 1.085484, -2.065126
2.764599, 1.017723, -2.156895
2.796015, 0.947123, -2.247263
2.827431, 0.873731, -2.336134
2.858847, 0.797599, -2.423351
2.890263, 0.718786, -2.508690
2.921679, 0.637351, -2.592150
2.953095, 0.553362, -2.673447
2.984510, 0.466888, -2.752634
3.015926, 0.378003, -2.829291
3.047342, 0.286788, -2.903457
3.078758, 0.193325, -2.975013
3.110174, 0.097701, -3.043799
3.141590, 0.000008, -3.109657
3.173006, -0.099658, -3.172460
3.204422, -0.201199, -3.232143
3.235838, -0.304510, -3.288484
3.267254, -0.409487, -3.341514
3.298669, -0.516017, -3.391055
3.330085, -0.623987, -3.436784
3.361501, -0.733279, -3.478864
3.392917, -0.843775, -3.517189
3.424333, -0.955349, -3.551502
3.455749, -1.067876, -3.581837
3.487165, -1.181225, -3.608002
3.518581, -1.295266, -3.630029
3.549997, -1.409864, -3.647759
3.581413, -1.524882, -3.661128
